,word,negative,positive,uncertainty,litigious,constraining,superfluous,interesting
19926,derogation,False,False,False,True,False,False,False
19929,derogatory,True,False,False,False,False,False,False
20041,designator,False,False,False,True,False,False,False
20052,desirable,False,True,False,False,False,False,False
20057,desired,False,True,False,False,False,False,False
20061,desist,False,False,False,True,False,False,False
20105,despite,False,True,False,False,False,False,False
20130,destabilization,True,False,False,False,False,False,False
20132,destabilize,True,False,False,False,False,False,False
20133,destabilized,True,False,False,False,False,False,False
20135,destabilizing,True,False,True,False,False,False,False
20139,destined,False,True,False,False,False,False,False
20150,destroy,True,False,False,False,False,False,False
20151,destroyed,True,False,False,False,False,False,False
20152,destroyer,False,False,False,False,False,False,True
20154,destroying,True,False,False,False,False,False,False
20155,destroys,True,False,False,False,False,False,False
20162,destruction,True,False,False,False,False,False,False
20164,destructive,True,False,False,False,False,False,False
20185,detain,True,False,False,False,False,False,False
20186,detained,True,False,False,False,False,False,False
20189,detainer,False,False,False,True,False,False,False
20209,detention,True,False,False,False,False,False,False
20211,deter,True,False,False,False,False,False,False
20214,deteriorate,True,False,False,False,False,False,False
20215,deteriorated,True,False,False,False,False,False,False
20216,deteriorates,True,False,False,False,False,False,False
20217,deteriorating,True,False,False,False,False,False,False
20218,deterioration,True,False,False,False,False,False,False
20239,deterred,True,False,False,False,False,False,False
20240,deterrence,True,False,False,False,False,False,False
20242,deterrent,True,False,False,False,False,False,False
20244,deterring,True,False,False,False,False,False,False
20245,deters,True,False,False,False,False,False,False
20282,detract,True,False,False,False,False,False,False
20283,detracted,True,False,False,False,False,False,False
20284,detracting,True,False,False,False,False,False,False
20290,detriment,True,False,False,False,False,False,False
20291,detrimental,True,False,False,False,False,False,False
20292,detrimentally,True,False,False,False,False,False,False
20301,devalue,True,False,False,False,False,False,False
20302,devalued,True,False,False,False,False,False,False
20303,devalues,True,False,False,False,False,False,False
20304,devaluing,True,False,False,False,False,False,False
20305,devastate,True,False,False,False,False,False,False
20306,devastated,True,False,False,False,False,False,False
20308,devastating,True,False,False,False,False,False,False
20310,devastation,True,False,False,False,False,False,False
20331,deviate,True,False,True,False,False,False,False
20332,deviated,True,False,True,False,False,False,False
20334,deviating,True,False,True,False,False,False,False
20335,deviation,True,False,True,False,False,False,False
20362,devisee,False,False,False,True,False,False,False
20372,devolve,True,False,False,False,False,False,False
20373,devolved,True,False,False,False,False,False,False
20374,devolves,True,False,False,False,False,False,False
20375,devolving,True,False,False,False,False,False,False
20441,diagnosed,False,False,False,False,False,False,True
20552,dictate,False,False,False,False,True,False,False
20553,dictated,False,False,False,False,True,False,False
20555,dictating,False,False,False,False,True,False,False
20583,die,False,False,False,False,False,False,True
20584,died,False,False,False,False,False,False,True
20592,dy,False,False,False,False,False,False,True
20611,differ,False,False,True,False,False,False,False
20612,differed,False,False,True,False,False,False,False
20629,differing,False,False,True,False,False,False,False
20630,differs,False,False,True,False,False,False,False
20631,difficult,True,False,False,False,False,False,False
20632,difficulty,True,False,False,False,False,False,False
20633,difficultly,True,False,False,False,False,False,False
20728,diligent,False,True,False,False,False,False,False
20729,diligently,False,True,False,False,False,False,False
20756,diminish,True,False,False,False,False,False,False
20757,diminished,True,False,False,False,False,False,False
20758,diminishes,True,False,False,False,False,False,False
20759,diminishing,True,False,False,False,False,False,False
20764,diminution,True,False,False,False,False,False,False
20901,directive,False,False,False,False,True,False,False
20943,disabled,False,False,False,False,False,False,True
20952,disadvantage,True,False,False,False,False,False,False
20953,disadvantaged,True,False,False,False,False,False,False
20954,disadvantageous,True,False,False,False,False,False,False
20968,disaffiliation,True,False,False,True,False,False,False
20970,disaffirm,False,False,False,True,False,False,False
20971,disaffirmance,False,False,False,True,False,False,False
20973,disaffirmed,False,False,False,True,False,False,False
20974,disaffirms,False,False,False,True,False,False,False
20980,disagree,True,False,False,False,False,False,False
20981,disagreeable,True,False,False,False,False,False,False
20985,disagreed,True,False,False,False,False,False,False
20986,disagreeing,True,False,False,False,False,False,False
20987,disagreement,True,False,False,False,False,False,False
20989,disagrees,True,False,False,False,False,False,False
20990,disallow,True,False,False,False,False,False,False
20992,disallowance,True,False,False,False,False,False,False
20993,disallowances,True,False,False,False,False,False,False
20994,disallowed,True,False,False,False,False,False,False
20995,disallowing,True,False,False,False,False,False,False
20996,disallows,True,False,False,False,False,False,False
20997,disappear,True,False,False,False,False,False,False
20998,disappearance,True,False,False,False,False,False,False
21000,disappeared,True,False,False,False,False,False,False
21001,disappearing,True,False,False,False,False,False,False
21002,disappears,True,False,False,False,False,False,False
21003,disappoint,True,False,False,False,False,False,False
21004,disappointed,True,False,False,False,False,False,False
21005,disappointing,True,False,False,False,False,False,False
21006,disappointingly,True,False,False,False,False,False,False
21007,disappointment,True,False,False,False,False,False,False
21009,disappoints,True,False,False,False,False,False,False
21012,disapproval,True,False,False,False,False,False,False
21014,disapprove,True,False,False,False,False,False,False
21015,disapproved,True,False,False,False,False,False,False
21016,disapproves,True,False,False,False,False,False,False
21017,disapproving,True,False,False,False,False,False,False
21043,disassociates,True,False,False,False,False,False,False
21044,disassociating,True,False,False,False,False,False,False
21045,disassociation,True,False,False,False,False,False,False
21047,disaster,True,False,False,False,False,False,False
21049,disastrous,True,False,False,False,False,False,False
21050,disastrously,True,False,False,False,False,False,False
21051,disavow,True,False,False,False,False,False,False
21052,disavowal,True,False,False,False,False,False,False
21054,disavowed,True,False,False,False,False,False,False
21055,disavowing,True,False,False,False,False,False,False
21056,disavows,True,False,False,False,False,False,False
21112,disciplinary,True,False,False,False,False,False,False
21117,disclaim,True,False,False,False,False,False,False
21118,disclaimed,True,False,False,False,False,False,False
21119,disclaimer,True,False,False,False,False,False,False
21121,disclaiming,True,False,False,False,False,False,False
21122,disclaims,True,False,False,False,False,False,False
21124,disclose,True,False,False,False,False,False,False
21125,disclosed,True,False,False,False,False,False,False
21127,discloses,True,False,False,False,False,False,False
21128,disclosing,True,False,False,False,False,False,False
21195,discontinuance,True,False,False,False,False,False,False
21197,discontinuation,True,False,False,False,False,False,False
21199,discontinue,True,False,False,False,False,False,False
21200,discontinued,True,False,False,False,False,False,False
21201,discontinues,True,False,False,False,False,False,False
21202,discontinuing,True,False,False,False,False,False,False
21228,discourage,True,False,False,False,False,False,False
21229,discouraged,True,False,False,False,False,False,False
21232,discourages,True,False,False,False,False,False,False
21233,discouraging,True,False,False,False,False,False,False
21243,discover,False,False,False,False,False,False,True
21252,discredit,True,False,False,False,False,False,False
21255,discredited,True,False,False,False,False,False,False
21256,discrediting,True,False,False,False,False,False,False
21264,discrepancy,True,False,False,False,False,False,False
21307,diseased,False,False,False,False,False,False,True
21375,disfavor,True,False,False,False,False,False,False
21376,disfavored,True,False,False,False,False,False,False
21377,disfavoring,True,False,False,False,False,False,False
21393,disgorge,True,False,False,False,False,False,False
21394,disgorged,True,False,False,False,False,False,False
21395,disgorgement,True,False,False,False,False,False,False
21397,disgorges,True,False,False,False,False,False,False
21398,disgorging,True,False,False,False,False,False,False
21399,disgrace,True,False,False,False,False,False,False
21401,disgraceful,True,False,False,False,False,False,False
21402,disgracefully,True,False,False,False,False,False,False
21447,dishonest,True,False,False,False,False,False,False
21449,dishonestly,True,False,False,False,False,False,False
21450,dishonesty,True,False,False,False,False,False,False
21451,dishonor,True,False,False,False,False,False,False
21452,dishonorable,True,False,False,False,False,False,False
21453,dishonorably,True,False,False,False,False,False,False
21454,dishonored,True,False,False,False,False,False,False
21455,dishonoring,True,False,False,False,False,False,False
21477,disincentive,True,False,False,False,False,False,False
21512,disinterested,True,False,False,False,False,False,False
21513,disinterestedly,True,False,False,False,False,False,False
21514,disinterestedness,True,False,False,False,False,False,False
21554,disloyal,True,False,False,False,False,False,False
21555,disloyally,True,False,False,False,False,False,False
21557,disloyalty,True,False,False,False,False,False,False
21558,dismal,True,False,False,False,False,False,False
21559,dismally,True,False,False,False,False,False,False
21577,dismiss,True,False,False,False,False,False,False
21578,dismissal,True,False,False,False,False,False,False
21580,dismissed,True,False,False,False,False,False,False
21581,dismisses,True,False,False,False,False,False,False
21582,dismissing,True,False,False,False,False,False,False
21606,disorderly,True,False,False,False,False,False,False
21628,disparage,True,False,False,False,False,False,False
21629,disparaged,True,False,False,False,False,False,False
21630,disparagement,True,False,False,False,False,False,False
21632,disparages,True,False,False,False,False,False,False
21633,disparaging,True,False,False,False,False,False,False
21634,disparagingly,True,False,False,False,False,False,False
21637,disparity,True,False,False,False,False,False,False
21679,displace,True,False,False,False,False,False,False
21680,displaced,True,False,False,False,False,False,False
21681,displacement,True,False,False,False,False,False,False
21683,displaces,True,False,False,False,False,False,False
21684,displacing,True,False,False,False,False,False,False
21703,dispose,True,False,False,False,False,False,False
21711,dispositive,False,False,False,True,False,False,False
21712,dispossess,True,False,False,False,False,False,False
21713,dispossessed,True,False,False,False,False,False,False
21714,dispossesses,True,False,False,False,False,False,False
21715,dispossessing,True,False,False,False,False,False,False
21716,dispossession,False,False,False,True,False,False,False
21718,dispossessory,False,False,False,True,False,False,False
21725,disproportion,True,False,False,False,False,False,False
21726,disproportional,True,False,False,False,False,False,False
21729,disproportionate,True,False,False,False,False,False,False
21730,disproportionately,True,False,False,False,False,False,False
21746,dispute,True,False,False,False,False,False,False
21747,disputed,True,False,False,False,False,False,False
21751,disputing,True,False,False,False,False,False,False
21752,disqualification,True,False,False,False,False,False,False
21754,disqualified,True,False,False,False,False,False,False
21755,disqualifies,True,False,False,False,False,False,False
21756,disqualify,True,False,False,False,False,False,False
21757,disqualifying,True,False,False,False,False,False,False
21766,disregard,True,False,False,False,False,False,False
21767,disregarded,True,False,False,False,False,False,False
21769,disregarding,True,False,False,False,False,False,False
21773,disreputable,True,False,False,False,False,False,False
21775,disrepute,True,False,False,False,False,False,False
21787,disrupt,True,False,False,False,False,False,False
21788,disrupted,True,False,False,False,False,False,False
21789,disrupting,True,False,False,False,False,False,False
21790,disruption,True,False,False,False,False,False,False
21792,disruptive,True,False,False,False,False,False,False
21794,disrupts,True,False,False,False,False,False,False
21796,dissatisfaction,True,False,False,False,False,False,False
21798,dissatisfied,True,False,False,False,False,False,False
21827,dissent,True,False,False,False,False,False,False
21828,dissented,True,False,False,False,False,False,False
21829,dissenter,True,False,False,False,False,False,False
21831,dissenting,True,False,False,False,False,False,False
21844,dissident,True,False,False,False,False,False,False
21877,dissolution,True,False,False,False,False,False,False
21938,distinction,False,True,False,False,False,False,False
21940,distinctive,False,True,False,False,False,False,False
21941,distinctively,False,True,False,False,False,False,False
21942,distinctiveness,False,True,False,False,False,False,False
21952,distort,True,False,False,False,False,False,False
21953,distorted,True,False,False,False,False,False,False
21954,distorting,True,False,False,False,False,False,False
21955,distortion,True,False,False,False,False,False,False
21957,distorts,True,False,False,False,False,False,False
21958,distract,True,False,False,False,False,False,False
21959,distracted,True,False,False,False,False,False,False
21961,distracting,True,False,False,False,False,False,False
21962,distraction,True,False,False,False,False,False,False
21964,distracts,True,False,False,False,False,False,False
21965,distraint,False,False,False,True,False,False,False
21968,distress,True,False,False,False,False,False,False
21969,distressed,True,False,False,False,False,False,False
21977,distributee,False,False,False,True,False,False,False
21978,distributees,False,False,False,True,False,False,False
22000,disturb,True,False,False,False,False,False,False
22001,disturbance,True,False,False,False,False,False,False
22003,disturbed,True,False,False,False,False,False,False
22006,disturbing,True,False,False,False,False,False,False
22007,disturbs,True,False,False,False,False,False,False
22075,diversion,True,False,False,False,False,False,False
22080,divert,True,False,False,False,False,False,False
22081,diverted,True,False,False,False,False,False,False
22085,diverting,True,False,False,False,False,False,False
22086,diverts,True,False,False,False,False,False,False
22088,divest,True,False,False,False,False,False,False
22089,divested,True,False,False,False,False,False,False
22090,divesting,True,False,False,False,False,False,False
22091,divestiture,True,False,False,False,False,False,False
22093,divestment,True,False,False,False,False,False,False
22094,divestments,True,False,False,False,False,False,False
22095,divests,True,False,False,False,False,False,False
22135,divorce,True,False,False,False,False,False,False
22136,divorced,True,False,False,False,False,False,False
22145,divulge,True,False,False,False,False,False,False
22146,divulged,True,False,False,False,False,False,False
22147,divulges,True,False,False,False,False,False,False
22148,divulging,True,False,False,False,False,False,False
22187,docket,False,False,False,True,False,False,False
22188,docketed,False,False,False,True,False,False,False
22189,docketing,False,False,False,True,False,False,False
22407,donee,False,False,False,True,False,False,False
22548,doubt,True,False,True,False,False,False,False
22549,doubted,True,False,True,False,False,False,False
22552,doubtful,True,False,True,False,False,False,False
22628,downgrade,True,False,False,False,False,False,False
22629,downgraded,True,False,False,False,False,False,False
22631,downgrading,True,False,False,False,False,False,False
22673,downsize,True,False,False,False,False,False,False
22674,downsized,True,False,False,False,False,False,False
22675,downsizes,True,False,False,False,False,False,False
22676,downsizing,True,False,False,False,False,False,False
22694,downtime,True,False,False,False,False,False,False
22702,downturn,True,False,False,False,False,False,False
22704,downward,True,False,False,False,False,False,False
22706,downwards,True,False,False,False,False,False,False
22765,drag,True,False,False,False,False,False,False
22821,drastic,True,False,False,False,False,False,False
22822,drastically,True,False,False,False,False,False,False
22835,drawback,True,False,False,False,False,False,False
22870,dream,False,True,False,False,False,False,False
23036,drop,False,False,False,False,False,False,True
23046,dropped,True,False,False,False,False,False,False
23058,drought,True,False,False,False,False,False,False
23259,duly,False,False,False,True,False,False,False
23364,duress,True,False,False,False,False,False,False
23459,dysfunction,True,False,False,False,False,False,False
23460,dysfunctional,True,False,False,False,False,False,False
23506,earmark,False,False,False,False,True,False,False
23507,earmarked,False,False,False,False,True,False,False
23508,earmarking,False,False,False,False,True,False,False
23576,easier,False,True,False,False,False,False,False
23578,easily,False,True,False,False,False,False,False
23581,easing,True,False,False,False,False,False,False
23594,easy,False,True,False,False,False,False,False
23808,effective,False,True,False,False,False,False,False
23815,effectuate,False,False,False,False,False,True,False
23816,effectuated,False,False,False,False,False,True,False
23817,effectuates,False,False,False,False,False,True,False
23818,effectuating,False,False,False,False,False,True,False
23819,effectuation,False,False,False,False,False,True,False
23840,efficacious,False,False,False,False,False,True,False
23842,efficacy,False,False,False,False,False,True,False
23843,efficiency,False,True,False,False,False,False,False
23845,efficient,False,True,False,False,False,False,False
23846,efficiently,False,True,False,False,False,False,False
23930,egregious,True,False,False,False,False,False,False
23931,egregiously,True,False,False,False,False,False,False
23970,ejectment,False,False,False,True,False,False,False
24289,embargo,True,False,False,False,False,False,False
24290,embargoed,True,False,False,False,False,False,False
24292,embargoing,True,False,False,False,False,False,False
24300,embarrass,True,False,False,False,False,False,False
24301,embarrassed,True,False,False,False,False,False,False
24302,embarrasses,True,False,False,False,False,False,False
24303,embarrassing,True,False,False,False,False,False,False
24305,embarrassment,True,False,False,False,False,False,False
24323,embezzle,True,False,False,False,False,False,False
24324,embezzled,True,False,False,False,False,False,False
24325,embezzlement,True,False,False,False,False,False,False
24327,embezzler,True,False,False,False,False,False,False
24329,embezzles,True,False,False,False,False,False,False
24330,embezzling,True,False,False,False,False,False,False
24466,emotional,False,False,False,False,False,False,True
24529,empower,False,True,False,False,False,False,False
24530,empowered,False,True,False,False,False,False,False
24531,empowering,False,True,False,False,False,False,False
24534,empowers,False,True,False,False,False,False,False
24572,enable,False,True,False,False,False,False,False
24573,enabled,False,True,False,False,False,False,False
24577,enables,False,True,False,False,False,False,False
24578,enabling,False,True,False,False,False,False,False
24683,encouraged,False,True,False,False,False,False,False
24684,encouragement,False,True,False,False,False,False,False
24686,encourages,False,True,False,False,False,False,False
24687,encouraging,False,True,False,False,False,False,False
24689,encroach,True,False,False,False,False,False,False
24690,encroached,True,False,False,False,False,False,False
24691,encroaches,True,False,False,False,False,False,False
24692,encroaching,True,False,False,False,False,False,False
24693,encroachment,True,False,False,False,False,False,False
24709,encumber,True,False,False,True,True,False,False
24710,encumbered,True,False,False,True,True,False,False
24711,encumbering,True,False,False,True,True,False,False
24712,encumbers,True,False,False,True,True,False,False
24713,encumbrance,True,False,False,True,True,False,False
24714,encumbrancer,False,False,False,True,False,False,False
24715,encumbrancers,False,False,False,True,False,False,False
24732,endanger,True,False,False,False,False,False,False
24733,endangered,True,False,False,False,False,False,False
24734,endangering,True,False,False,False,False,False,False
24735,endangerment,True,False,False,False,False,False,False
24737,endangers,True,False,False,False,False,False,False
24779,endorsee,False,False,False,True,False,False,False
24852,enforceability,False,False,False,True,False,False,False
24853,enforceable,False,False,False,True,False,False,False
24854,enforceably,False,False,False,True,False,False,False
24913,enhance,False,True,False,False,False,False,False
24914,enhanced,False,True,False,False,False,False,False
24915,enhancement,False,True,False,False,False,False,False
24919,enhances,False,True,False,False,False,False,False
24920,enhancing,False,True,False,False,False,False,False
24930,enjoin,True,False,False,False,False,False,False
24931,enjoined,True,False,False,False,False,False,False
24932,enjoining,True,False,False,False,False,False,False
24933,enjoins,True,False,False,False,False,False,False
24934,enjoy,False,True,False,False,False,False,False
24935,enjoyable,False,True,False,False,False,False,False
24936,enjoyably,False,True,False,False,False,False,False
24937,enjoyed,False,True,False,False,False,False,False
24938,enjoying,False,True,False,False,False,False,False
24939,enjoyment,False,True,False,False,False,False,False
24941,enjoys,False,True,False,False,False,False,False
25077,entail,False,False,False,False,True,False,False
25078,entailed,False,False,False,False,True,False,False
25079,entailing,False,False,False,False,True,False,False
25129,enthusiasm,False,True,False,False,False,False,False
25132,enthusiastic,False,True,False,False,False,False,False
25133,enthusiastically,False,True,False,False,False,False,False
25195,entrench,False,False,False,False,True,False,False
25196,entrenched,False,False,False,False,True,False,False
25529,erode,True,False,False,False,False,False,False
25530,eroded,True,False,False,False,False,False,False
25531,erodes,True,False,False,False,False,False,False
25533,eroding,True,False,False,False,False,False,False
25535,erosion,True,False,False,False,False,False,False
25549,erratic,True,False,False,False,False,False,False
25550,erratically,True,False,False,False,False,False,False
25552,erred,True,False,False,False,False,False,False
25553,erring,True,False,False,False,False,False,False
25554,erroneous,True,False,False,False,False,False,False
25555,erroneously,True,False,False,False,False,False,False
25556,error,True,False,False,False,False,False,False
25558,errs,True,False,False,False,False,False,False
25584,escalate,True,False,False,False,False,False,False
25585,escalated,True,False,False,False,False,False,False
25586,escalates,True,False,False,False,False,False,False
25587,escalating,True,False,False,False,False,False,False
25618,escheat,False,False,False,True,False,False,False
25619,escheated,False,False,False,True,False,False,False
25620,escheatment,False,False,False,True,False,False,False
25631,escrow,False,False,False,False,True,False,False
25632,escrowed,False,False,False,False,True,False,False
25633,escrowing,False,False,False,True,False,False,False
25715,estoppel,False,False,False,True,False,False,False
25856,evade,True,False,False,False,False,False,False
25857,evaded,True,False,False,False,False,False,False
25860,evades,True,False,False,False,False,False,False
25861,evading,True,False,False,False,False,False,False
25899,evasion,True,False,False,False,False,False,False
25901,evasive,True,False,False,False,False,False,False
25953,evict,True,False,False,False,False,False,False
25954,evicted,True,False,False,False,False,False,False
25955,evicting,True,False,False,False,False,False,False
25956,eviction,True,False,False,False,False,False,False
25958,evicts,True,False,False,False,False,False,False
25964,evidential,False,False,False,True,False,False,False
25965,evidentiary,False,False,False,True,False,False,False
26013,exacerbate,True,False,False,False,False,False,False
26014,exacerbated,True,False,False,False,False,False,False
26015,exacerbates,True,False,False,False,False,False,False
26016,exacerbating,True,False,False,False,False,False,False
26017,exacerbation,True,False,False,False,False,False,False
26033,exaggerate,True,False,False,False,False,False,False
26034,exaggerated,True,False,False,False,False,False,False
26036,exaggerates,True,False,False,False,False,False,False
26037,exaggerating,True,False,False,False,False,False,False
26038,exaggeration,True,False,False,False,False,False,False
26077,exceedance,False,False,False,True,False,False,False
26080,exceedences,False,False,False,True,False,False,False
26086,excellence,False,True,False,False,False,False,False
26090,excellent,False,True,False,False,False,False,False
26092,excelling,False,True,False,False,False,False,False
26093,excels,False,True,False,False,False,False,False
26101,exceptional,False,True,False,False,False,False,False
26102,exceptionally,False,True,False,False,False,False,False
26112,excessive,True,False,False,False,False,False,False
26113,excessively,True,False,False,False,False,False,False
26128,excised,False,False,False,True,False,False,False
26140,excited,False,True,False,False,False,False,False
26142,excitement,False,True,False,False,False,False,False
26147,exciting,False,True,False,False,False,False,False
26165,exclusive,False,True,False,False,False,False,False
26166,exclusively,False,True,False,False,False,False,False
26167,exclusiveness,False,True,False,False,False,False,False
26171,exclusivity,False,True,False,False,False,False,False
26200,exculpate,True,False,False,True,False,False,False
26201,exculpated,True,False,False,True,False,False,False
26202,exculpates,True,False,False,True,False,False,False
26203,exculpating,True,False,False,True,False,False,False
26204,exculpation,True,False,False,True,False,False,False
26206,exculpatory,True,False,False,True,False,False,False
26243,executor,False,False,False,True,False,False,False
26245,executory,False,False,False,True,False,False,False
26246,executrix,False,False,False,True,False,False,False
26255,exemplary,False,True,False,False,False,False,False
26338,exigent,False,False,False,False,False,True,False
26368,exonerate,True,False,False,False,False,False,False
26369,exonerated,True,False,False,False,False,False,False
26370,exonerates,True,False,False,False,False,False,False
26371,exonerating,True,False,False,False,False,False,False
26372,exoneration,True,False,False,False,False,False,False
26470,expeditiously,False,False,False,False,False,True,False
26557,exploit,True,False,False,False,False,False,False
26559,exploitation,True,False,False,False,False,False,False
26561,exploitative,True,False,False,False,False,False,False
26562,exploited,True,False,False,False,False,False,False
26565,exploiting,True,False,False,False,False,False,False
26599,expose,True,False,False,False,False,False,False
26600,exposed,True,False,False,False,False,False,False
26602,exposing,True,False,False,False,False,False,False
26614,exposure,False,False,True,False,False,False,False
26642,expropriate,True,False,False,False,False,False,False
26643,expropriated,True,False,False,False,False,False,False
26644,expropriates,True,False,False,False,False,False,False
26645,expropriating,True,False,False,False,False,False,False
26646,expropriation,True,False,False,False,False,False,False
26650,expulsion,True,False,False,False,False,False,False
26666,extant,False,False,False,False,False,True,False
26699,extenuating,True,False,False,False,False,False,False
26763,extracontractual,False,False,False,True,False,False,False
26764,extracorporeal,False,False,False,True,False,False,False
26783,extrajudicial,False,False,False,True,False,False,False
26793,extraordinary,False,False,False,False,False,False,True
26966,facie,False,False,False,True,False,False,False
26993,facto,False,False,False,True,False,False,False
27042,fail,True,False,False,False,False,False,False
27043,failed,True,False,False,False,False,False,False
27044,failing,True,False,False,False,False,False,False
27049,fails,True,False,False,False,False,False,False
27051,failure,True,False,False,False,False,False,False
27127,fallout,True,False,False,False,False,False,False
27134,false,True,False,False,False,False,False,False
27137,falsely,True,False,False,False,False,False,False
27146,falsification,True,False,False,False,False,False,False
27148,falsified,True,False,False,False,False,False,False
27151,falsifies,True,False,False,False,False,False,False
27152,falsify,True,False,False,False,False,False,False
27153,falsifying,True,False,False,False,False,False,False
27155,falsity,True,False,False,False,False,False,False
27234,fantastic,False,True,False,False,False,False,False
27352,fatal,False,False,False,False,False,False,True
27359,fatality,True,False,False,False,False,False,False
27361,fatally,True,False,False,False,False,False,False
27420,fault,True,False,False,False,False,False,False
27421,faulted,True,False,False,False,False,False,False
27437,faulty,True,False,False,False,False,False,False
27450,favorable,False,True,False,False,False,False,False
27451,favorably,False,True,False,False,False,False,False
27452,favored,False,True,False,False,False,False,False
27453,favoring,False,True,False,False,False,False,False
27454,favorite,False,True,False,False,False,False,False
27485,fear,True,False,False,False,False,False,False
27635,felony,True,False,False,True,False,False,False
27636,felonious,True,False,False,True,False,False,False
27892,fictitious,True,False,False,False,False,False,False
27904,fide,False,False,False,True,False,False,False
28111,fined,True,False,False,False,False,False,False
28118,fine,True,False,False,False,False,False,False
28195,fired,True,False,False,False,False,False,False
28241,firing,True,False,False,False,False,False,False
28607,flaw,True,False,False,False,False,False,False
28608,flawed,True,False,False,False,False,False,False
28914,fluctuate,False,False,True,False,False,False,False
28915,fluctuated,False,False,True,False,False,False,False
28916,fluctuates,False,False,True,False,False,False,False
28917,fluctuating,False,False,True,False,False,False,False
28918,fluctuation,False,False,True,False,False,False,False
29282,forbade,False,False,False,True,True,False,False
29283,forbear,False,False,False,True,False,False,False
29284,forbearance,False,False,False,True,False,False,False
29286,forbearing,False,False,False,True,False,False,False
29288,forbid,True,False,False,False,True,False,False
29289,forbidden,True,False,False,False,True,False,False
29290,forbidding,True,False,False,False,True,False,False
29292,forbids,True,False,False,False,True,False,False
29295,force,True,False,False,False,False,False,False
29296,forced,True,False,False,False,False,False,False
29305,forcing,True,False,False,False,False,False,False
29316,forebear,False,False,False,True,False,False,False
29317,forebearance,False,False,False,True,False,False,False
29333,foreclose,True,False,False,False,False,False,False
29334,foreclosed,True,False,False,False,False,False,False
29335,forecloses,True,False,False,False,False,False,False
29336,foreclosing,True,False,False,False,False,False,False
29337,foreclosure,True,False,False,False,False,False,False
29357,forego,True,False,False,False,False,False,False
29358,foregoes,True,False,False,False,False,False,False
29360,foregone,True,False,False,False,False,False,False
29442,forestall,True,False,False,False,False,False,False
29443,forestalled,True,False,False,False,False,False,False
29444,forestalling,True,False,False,False,False,False,False
29445,forestalls,True,False,False,False,False,False,False
29484,forfeit,True,False,False,False,False,False,False
29485,forfeitability,False,False,False,True,False,False,False
29486,forfeitable,False,False,False,True,False,False,False
29487,forfeited,True,False,False,False,False,False,False
29488,forfeiting,True,False,False,False,False,False,False
29490,forfeiture,True,False,False,False,False,False,False
29501,forger,True,False,False,False,False,False,False
29502,forgery,True,False,False,False,False,False,False
29632,forthwith,False,False,False,True,False,False,False
29682,forwhich,False,False,False,True,False,False,False
29884,fraud,True,False,False,False,False,False,False
29886,fraudulence,True,False,False,False,False,False,False
29888,fraudulent,True,False,False,False,False,False,False
29889,fraudulently,True,False,False,False,False,False,False
29981,freeze,False,False,False,False,False,False,True
30069,friendly,False,True,False,False,False,False,False
30132,frivolous,True,False,False,False,False,False,False
30133,frivolously,True,False,False,False,False,False,False
30275,frustrate,True,False,False,False,False,False,False
30276,frustrated,True,False,False,False,False,False,False
30277,frustrates,True,False,False,False,False,False,False
30278,frustrating,True,False,False,False,False,False,False
30279,frustratingly,True,False,False,False,False,False,False
30280,frustration,True,False,False,False,False,False,False
30313,fugitive,True,False,False,True,False,False,False
30506,furtherance,False,False,False,True,False,False,False
30510,furthermore,False,False,False,False,False,True,False
30658,gain,False,True,False,False,False,False,False
30659,gained,False,True,False,False,False,False,False
30664,gaining,False,True,False,False,False,False,False
31363,germane,False,False,False,False,False,True,False
32095,good,False,True,False,False,False,False,False
32300,graft,False,False,False,False,False,False,True
32405,grantor,False,False,False,True,False,False,False
32488,gratuitous,True,False,False,False,False,False,False
32489,gratuitously,True,False,False,False,False,False,False
32565,great,False,True,False,False,False,False,False
32568,greater,False,True,False,False,False,False,False
32569,greatest,False,True,False,False,False,False,False
32571,greatly,False,True,False,False,False,False,False
32572,greatness,False,True,False,False,False,False,False
32662,grievance,True,False,False,False,False,False,False
32815,grossly,True,False,False,False,False,False,False
32847,groundless,True,False,False,False,False,False,False
33082,guilty,True,False,False,False,False,False,False
33540,halt,True,False,False,False,False,False,False
33541,halted,True,False,False,False,False,False,False
33581,hamper,True,False,False,False,False,False,False
33582,hampered,True,False,False,False,False,False,False
33583,hampering,True,False,False,False,False,False,False
33753,happiest,False,True,False,False,False,False,False
33754,happily,False,True,False,False,False,False,False
33755,happiness,False,True,False,False,False,False,False
33757,happy,False,True,False,False,False,False,False
33764,harass,True,False,False,False,False,False,False
33765,harassed,True,False,False,False,False,False,False
33769,harassing,True,False,False,False,False,False,False
33770,harassment,True,False,False,False,False,False,False
33828,hardship,True,False,False,False,False,False,False
33870,harm,True,False,False,False,False,False,False
33871,harmed,True,False,False,False,False,False,False
33872,harmful,True,False,False,False,False,False,False
33873,harmfully,True,False,False,False,False,False,False
33876,harming,True,False,False,False,False,False,False
33937,harsh,True,False,False,False,False,False,False
33938,harsher,True,False,False,False,False,False,False
33939,harshest,True,False,False,False,False,False,False
33940,harshly,True,False,False,False,False,False,False
33941,harshness,True,False,False,False,False,False,False
34093,hazard,True,False,False,False,False,False,False
34096,hazardous,True,False,False,False,False,False,False
34559,henceforth,False,False,False,True,False,False,False
34560,henceforward,False,False,False,True,False,False,False
